date,ARIMA,UCM,ML
2017-12-01 16:00:00,30646.1441226237,30342.0731589782,30881.5023321608
2017-12-01 16:10:00,30752.5788476311,30418.213318684,30878.3359813726
2017-12-01 16:20:00,30834.2736748367,30494.3534783899,30875.1696305845
2017-12-01 16:30:00,30934.5694854693,30570.4936380958,30872.0032797964
2017-12-01 16:40:00,31791.8310921837,31620.1666056009,31833.7536506044
2017-12-01 16:50:00,32652.0263476737,32669.8395731059,32795.5040214125
2017-12-01 17:00:00,33558.3592981707,33719.512540611,33757.2543922205
2017-12-01 17:10:00,34579.3860109328,34769.1855081161,34719.0047630286
2017-12-01 17:20:00,35758.4236682856,35818.8584756212,35680.7551338366
2017-12-01 17:30:00,36747.2227369067,36868.5314431262,36642.5055046447
2017-12-01 17:40:00,37119.6384910633,37268.1629919315,37121.370437142
2017-12-01 17:50:00,37502.7112401095,37667.7945407368,37600.2353696393
2017-12-01 18:00:00,37856.0171983947,38067.4260895421,38079.1003021366
2017-12-01 18:10:00,38209.0662154255,38467.0576383474,38557.9652346339
2017-12-01 18:20:00,38551.1514779187,38866.6891871526,39036.8301671311
2017-12-01 18:30:00,38875.5498106703,39266.3207359579,39515.6950996284
2017-12-01 18:40:00,38905.7868887437,39228.5988166248,39470.728847128
2017-12-01 18:50:00,38913.1114107135,39190.8768972917,39425.7625946276
2017-12-01 19:00:00,38919.9320133111,39153.1549779586,39380.7963421271
2017-12-01 19:10:00,38926.1692872457,39115.4330586255,39335.8300896267
2017-12-01 19:20:00,38889.4552190497,39077.7111392924,39290.8638371263
2017-12-01 19:30:00,38824.7758916131,39039.9892199593,39245.8975846258
2017-12-01 19:40:00,38764.6858882608,38958.1318044704,39114.4361658444
2017-12-01 19:50:00,38725.9047471608,38876.2743889815,38982.9747470628
2017-12-01 20:00:00,38644.5519906681,38794.4169734926,38851.5133282813
2017-12-01 20:10:00,38617.8763947262,38712.5595580038,38720.0519094999
2017-12-01 20:20:00,38523.6934359617,38630.7021425149,38588.5904907184
2017-12-01 20:30:00,38428.4754941739,38548.844727026,38457.1290719369
2017-12-01 20:40:00,38166.7823583151,38231.9361506999,38137.7765704577
2017-12-01 20:50:00,37895.6169826104,37915.0275743737,37818.4240689785
2017-12-01 21:00:00,37625.2002638825,37598.1189980476,37499.0715674993
2017-12-01 21:10:00,37324.3105368308,37281.2104217215,37179.7190660201
2017-12-01 21:20:00,37021.22715495,36964.3018453954,36860.366564541
2017-12-01 21:30:00,36735.4525912013,36647.3932690693,36541.0140630618
2017-12-01 21:40:00,36292.0529469181,36182.3134596065,36084.53812094
2017-12-01 21:50:00,35890.1426363974,35717.2336501436,35628.0621788183
2017-12-01 22:00:00,35421.4524373178,35252.1538406808,35171.5862366965
2017-12-01 22:10:00,34998.8751579405,34787.074031218,34715.1102945747
2017-12-01 22:20:00,34545.5051701091,34321.9942217552,34258.634352453
2017-12-01 22:30:00,34054.9987879678,33856.9144122924,33802.1584103312
2017-12-01 22:40:00,33445.7273010709,33193.4414409634,33152.8409970345
2017-12-01 22:50:00,32796.5694613699,32529.9684696344,32503.5235837378
2017-12-01 23:00:00,32108.3201654151,31866.4954983055,31854.2061704411
2017-12-01 23:10:00,31436.7775453703,31203.0225269765,31204.8887571444
2017-12-01 23:20:00,30761.1329445187,30539.5495556476,30555.5713438477
2017-12-01 23:30:00,30089.1534875921,29876.0765843186,29906.253930551
2017-12-01 23:40:00,29385.1634171565,29271.8853316065,29193.271148929
2017-12-01 23:50:00,28681.2236136067,28667.6940788943,28480.288367307
2017-12-02 00:00:00,27990.402377492,28063.5028261822,27767.305585685
2017-12-02 00:10:00,27305.2946003124,27459.31157347,27054.322804063
2017-12-02 00:20:00,26640.2037305076,26855.1203207579,26341.340022441
2017-12-02 00:30:00,25969.3770045621,26250.9290680457,25628.3572408191
2017-12-02 00:40:00,25592.7157951457,25896.2803306991,25279.5373953156
2017-12-02 00:50:00,25230.9465805846,25541.6315933525,24930.7175498121
2017-12-02 01:00:00,24889.3044384449,25186.9828560058,24581.8977043086
2017-12-02 01:10:00,24550.8260507253,24832.3341186592,24233.0778588051
2017-12-02 01:20:00,24224.9330544457,24477.6853813125,23884.2580133016
2017-12-02 01:30:00,23908.3838891166,24123.0366439659,23535.4381677982
2017-12-02 01:40:00,23702.5675878782,23919.4828387832,23383.1475960131
2017-12-02 01:50:00,23517.293231055,23715.9290336005,23230.857024228
2017-12-02 02:00:00,23317.5702125477,23512.3752284179,23078.5664524429
2017-12-02 02:10:00,23125.6798317629,23308.8214232352,22926.2758806579
2017-12-02 02:20:00,22936.4165683353,23105.2676180525,22773.9853088728
2017-12-02 02:30:00,22754.4208783776,22901.7138128698,22621.6947370877
2017-12-02 02:40:00,22641.170121584,22766.5615234134,22502.9408177661
2017-12-02 02:50:00,22532.1808650694,22631.409233957,22384.1868984444
2017-12-02 03:00:00,22400.3130348033,22496.2569445006,22265.4329791227
2017-12-02 03:10:00,22291.3038923161,22361.1046550442,22146.6790598011
2017-12-02 03:20:00,22175.0438306535,22225.9523655877,22027.9251404794
2017-12-02 03:30:00,22058.699123691,22090.8000761313,21909.1712211577
2017-12-02 03:40:00,22002.0534043819,22047.5989219222,21896.2595725778
2017-12-02 03:50:00,21967.0163328519,22004.3977677131,21883.3479239979
2017-12-02 04:00:00,21924.7279090863,21961.196613504,21870.436275418
2017-12-02 04:10:00,21874.0412036822,21917.9954592949,21857.5246268381
2017-12-02 04:20:00,21812.1313588052,21874.7943050858,21844.6129782582
2017-12-02 04:30:00,21779.8071042408,21831.5931508767,21831.7013296783
2017-12-02 04:40:00,21849.2665216522,21932.6475935703,21991.3473276196
2017-12-02 04:50:00,21921.4386098331,22033.7020362639,22150.9933255609
2017-12-02 05:00:00,21980.7587473261,22134.7564789575,22310.6393235022
2017-12-02 05:10:00,22038.4861378097,22235.8109216512,22470.2853214436
2017-12-02 05:20:00,22078.7927291784,22336.8653643448,22629.9313193849
2017-12-02 05:30:00,22172.9204623823,22437.9198070384,22789.5773173262
2017-12-02 05:40:00,22117.3511498597,22375.3495396857,22716.954279766
2017-12-02 05:50:00,22009.3577087446,22312.779272333,22644.3312422058
2017-12-02 06:00:00,21903.6748960816,22250.2090049803,22571.7082046457
2017-12-02 06:10:00,21833.7030067964,22187.6387376276,22499.0851670855
2017-12-02 06:20:00,21761.8859893089,22125.0684702749,22426.4621295253
2017-12-02 06:30:00,21670.8987686119,22062.4982029222,22353.8390919651
2017-12-02 06:40:00,21577.4706288777,21984.4333886569,22163.2068725773
2017-12-02 06:50:00,21464.6390456528,21906.3685743916,21972.5746531896
2017-12-02 07:00:00,21447.2085755673,21828.3037601263,21781.9424338018
2017-12-02 07:10:00,21431.1052814963,21750.238945861,21591.310214414
2017-12-02 07:20:00,21419.0673770407,21672.1741315957,21400.6779950263
2017-12-02 07:30:00,21404.0221247436,21594.1093173303,21210.0457756385
2017-12-02 07:40:00,21789.9823437629,21979.782663452,21748.3832736437
2017-12-02 07:50:00,22186.641704294,22365.4560095736,22286.7207716489
2017-12-02 08:00:00,22613.4117010609,22751.1293556952,22825.0582696541
2017-12-02 08:10:00,23053.0881139783,23136.8027018168,23363.3957676593
2017-12-02 08:20:00,23469.0958282284,23522.4760479384,23901.7332656645
2017-12-02 08:30:00,23895.9920304837,23908.14939406,24440.0707636696
2017-12-02 08:40:00,24412.1830746705,24366.9458119767,24913.3914030582
2017-12-02 08:50:00,24929.7187871315,24825.7422298935,25386.7120424467
2017-12-02 09:00:00,25461.2120848587,25284.5386478102,25860.0326818353
2017-12-02 09:10:00,25966.07908434,25743.3350657269,26333.3533212238
2017-12-02 09:20:00,26498.5087968405,26202.1314836436,26806.6739606123
2017-12-02 09:30:00,27022.4992387215,26660.9279015603,27279.9946000009
2017-12-02 09:40:00,27419.5825738549,27025.0475592581,27616.6350688631
2017-12-02 09:50:00,27807.9961356356,27389.1672169558,27953.2755377253
2017-12-02 10:00:00,28198.7815486072,27753.2868746536,28289.9160065875
2017-12-02 10:10:00,28610.2213261607,28117.4065323513,28626.5564754497
2017-12-02 10:20:00,28994.2428425471,28481.5261900491,28963.1969443119
2017-12-02 10:30:00,29352.8146476896,28845.6458477468,29299.8374131741
2017-12-02 10:40:00,29590.384169889,29113.1763946493,29595.0519125358
2017-12-02 10:50:00,29844.2196018416,29380.7069415519,29890.2664118974
2017-12-02 11:00:00,30091.2260039276,29648.2374884544,30185.480911259
2017-12-02 11:10:00,30335.0259719346,29915.7680353569,30480.6954106206
2017-12-02 11:20:00,30550.9891715708,30183.2985822594,30775.9099099822
2017-12-02 11:30:00,30761.9905097314,30450.8291291619,31071.1244093438
2017-12-02 11:40:00,30889.4569670846,30624.1661249086,31138.6161484417
2017-12-02 11:50:00,30997.1888160427,30797.5031206552,31206.1078875396
2017-12-02 12:00:00,31131.1705950319,30970.8401164018,31273.5996266375
2017-12-02 12:10:00,31268.0647703719,31144.1771121485,31341.0913657354
2017-12-02 12:20:00,31402.4754220164,31317.5141078951,31408.5831048333
2017-12-02 12:30:00,31500.2513334405,31490.8511036417,31476.0748439312
2017-12-02 12:40:00,31539.2874625166,31473.1080039225,31542.8295122138
2017-12-02 12:50:00,31595.0781583628,31455.3649042032,31609.5841804965
2017-12-02 13:00:00,31623.0010135008,31437.6218044839,31676.3388487791
2017-12-02 13:10:00,31652.4108136974,31419.8787047647,31743.0935170617
2017-12-02 13:20:00,31667.3985439551,31402.1356050454,31809.8481853444
2017-12-02 13:30:00,31686.8806974616,31384.3925053262,31876.602853627
2017-12-02 13:40:00,31519.2785995782,31191.7147981554,31840.0603886078
2017-12-02 13:50:00,31365.1948054782,30999.0370909846,31803.5179235886
2017-12-02 14:00:00,31202.141507304,30806.3593838138,31766.9754585695
2017-12-02 14:10:00,31065.0400915788,30613.681676643,31730.4329935503
2017-12-02 14:20:00,30924.4605339413,30421.0039694723,31693.8905285311
2017-12-02 14:30:00,30774.9798397632,30228.3262623015,31657.3480635119
2017-12-02 14:40:00,30707.3183104505,30192.1084189524,31554.3447691663
2017-12-02 14:50:00,30629.5182630047,30155.8905756033,31451.3414748207
2017-12-02 15:00:00,30548.354471857,30119.6727322543,31348.3381804751
2017-12-02 15:10:00,30475.720533666,30083.4548889052,31245.3348861295
2017-12-02 15:20:00,30380.5631838621,30047.2370455561,31142.3315917839
2017-12-02 15:30:00,30307.8271204899,30011.019202207,31039.3282974383
2017-12-02 15:40:00,30363.6956430607,30088.550183725,31086.392178591
2017-12-02 15:50:00,30413.8415239465,30166.081165243,31133.4560597437
2017-12-02 16:00:00,30466.7620430933,30243.612146761,31180.5199408964
2017-12-02 16:10:00,30549.5849906368,30321.1431282789,31227.5838220491
2017-12-02 16:20:00,30623.619541469,30398.6741097969,31274.6477032018
2017-12-02 16:30:00,30712.1374063897,30476.2050913149,31321.7115843545
2017-12-02 16:40:00,31563.5289574549,31527.1359091334,32197.9438568427
2017-12-02 16:50:00,32424.3138465256,32578.0667269519,33074.176129331
2017-12-02 17:00:00,33317.5578433124,33628.9975447704,33950.4084018193
2017-12-02 17:10:00,34278.8809974688,34679.9283625889,34826.6406743076
2017-12-02 17:20:00,35330.8081976124,35730.8591804073,35702.8729467959
2017-12-02 17:30:00,36297.6751327759,36781.7899982258,36579.1052192841
2017-12-02 17:40:00,36666.7249424609,37182.5569406068,37025.3081682007
2017-12-02 17:50:00,37051.102810369,37583.3238829878,37471.5111171173
2017-12-02 18:00:00,37429.0827570728,37984.0908253689,37917.7140660339
2017-12-02 18:10:00,37813.7875357544,38384.8577677499,38363.9170149505
2017-12-02 18:20:00,38197.6368028763,38785.6247101309,38810.1199638671
2017-12-02 18:30:00,38574.7788309209,39186.3916525119,39256.3229127836
2017-12-02 18:40:00,38659.7328472075,39149.6925105861,39267.5008283278
2017-12-02 18:50:00,38730.1148427119,39112.9933686603,39278.678743872
2017-12-02 19:00:00,38794.7603419434,39076.2942267345,39289.8566594162
2017-12-02 19:10:00,38851.4163675832,39039.5950848088,39301.0345749603
2017-12-02 19:20:00,38876.8531091793,39002.895942883,39312.2124905045
2017-12-02 19:30:00,38877.2686896392,38966.1968009572,39323.3904060487
2017-12-02 19:40:00,38808.8135301796,38885.2587427093,39142.2034477798
2017-12-02 19:50:00,38739.004843226,38804.3206844615,38961.0164895109
2017-12-02 20:00:00,38635.7037589769,38723.3826262136,38779.829531242
2017-12-02 20:10:00,38548.5567131408,38642.4445679658,38598.642572973
2017-12-02 20:20:00,38416.7006508424,38561.5065097179,38417.4556147041
2017-12-02 20:30:00,38274.7530491689,38480.56845147,38236.2686564352
2017-12-02 20:40:00,38063.8608133835,38164.4843934277,37925.52643294
2017-12-02 20:50:00,37840.8459315519,37848.4003353854,37614.7842094448
2017-12-02 21:00:00,37611.8462699348,37532.3162773431,37304.0419859496
2017-12-02 21:10:00,37361.8738760534,37216.2322193008,36993.2997624544
2017-12-02 21:20:00,37105.7553271412,36900.1481612584,36682.5575389592
2017-12-02 21:30:00,36853.6414831479,36584.0641032161,36371.815315464
2017-12-02 21:40:00,36430.2758189231,36119.7219691942,35941.4814981621
2017-12-02 21:50:00,36023.1282872544,35655.3798351723,35511.1476808602
2017-12-02 22:00:00,35577.3446934625,35191.0377011503,35080.8138635582
2017-12-02 22:10:00,35149.7598403232,34726.6955671284,34650.4800462563
2017-12-02 22:20:00,34701.4322475646,34262.3534331065,34220.1462289544
2017-12-02 22:30:00,34229.2147953801,33798.0112990845,33789.8124116524
2017-12-02 22:40:00,33653.7302409724,33135.1966008037,33137.2240670405
2017-12-02 22:50:00,33053.7727970989,32472.3819025228,32484.6357224287
2017-12-02 23:00:00,32430.5388142938,31809.567204242,31832.0473778168
2017-12-02 23:10:00,31813.2479041435,31146.7525059611,31179.4590332049
2017-12-02 23:20:00,31192.6279620867,30483.9378076802,30526.870688593
2017-12-02 23:30:00,30573.9684402659,29821.1231093994,29874.2823439811
2017-12-02 23:40:00,29842.9736490805,29217.5176411282,29164.2268157921
2017-12-02 23:50:00,29114.899127915,28613.9121728571,28454.171287603
2017-12-03 00:00:00,28397.5891679879,28010.3067045859,27744.1157594139
2017-12-03 00:10:00,27688.3460049355,27406.7012363147,27034.0602312248
2017-12-03 00:20:00,26995.1770081294,26803.0957680435,26324.0047030357
2017-12-03 00:30:00,26305.5674366303,26199.4902997724,25613.9491748466
2017-12-03 00:40:00,25905.6290880809,25845.3612738134,25272.3724407289
2017-12-03 00:50:00,25519.7656517994,25491.2322478545,24930.7957066112
2017-12-03 01:00:00,25150.2811440462,25137.1032218955,24589.2189724935
2017-12-03 01:10:00,24788.0761552405,24782.9741959366,24247.6422383758
2017-12-03 01:20:00,24437.2485130445,24428.8451699777,23906.0655042581
2017-12-03 01:30:00,24095.4391300827,24074.7161440187,23564.4887701405
2017-12-03 01:40:00,23858.247297117,23871.621922245,23407.8089970942
2017-12-03 01:50:00,23634.3399819626,23668.5277004713,23251.1292240479
2017-12-03 02:00:00,23405.4672841698,23465.4334786976,23094.4494510016
2017-12-03 02:10:00,23182.4137079018,23262.3392569239,22937.7696779553
2017-12-03 02:20:00,22962.1938400388,23059.2450351502,22781.089904909
2017-12-03 02:30:00,22746.8936264735,22856.1508133765,22624.4101318627
2017-12-03 02:40:00,22612.2132046666,22721.403480926,22509.750227031
2017-12-03 02:50:00,22480.6073859587,22586.6561484756,22395.0903221992
2017-12-03 03:00:00,22338.2344823797,22451.9088160251,22280.4304173675
2017-12-03 03:10:00,22208.0372423924,22317.1614835747,22165.7705125358
2017-12-03 03:20:00,22074.6102990804,22182.4141511242,22051.1106077041
2017-12-03 03:30:00,21941.323004578,22047.6668186738,21936.4507028723
2017-12-03 03:40:00,21866.946193048,22004.8210792792,21920.4276973089
2017-12-03 03:50:00,21803.0445161598,21961.9753398847,21904.4046917455
2017-12-03 04:00:00,21734.7194335798,21919.1296004902,21888.3816861821
2017-12-03 04:10:00,21661.1069184282,21876.2838610956,21872.3586806187
2017-12-03 04:20:00,21580.573845865,21833.4381217011,21856.3356750553
2017-12-03 04:30:00,21513.6401205546,21790.5923823065,21840.3126694919
2017-12-03 04:40:00,21544.9503214138,21891.9573897028,22003.4480786065
2017-12-03 04:50:00,21576.569251667,21993.3223970991,22166.5834877211
2017-12-03 05:00:00,21601.0332453993,22094.6874044953,22329.7188968358
2017-12-03 05:10:00,21624.5891185669,22196.0524118916,22492.8543059504
2017-12-03 05:20:00,21639.9424084862,22297.4174192878,22655.989715065
2017-12-03 05:30:00,21683.8741126977,22398.7824266841,22819.1251241797
2017-12-03 05:40:00,21545.7426240373,22336.4821981557,22710.119482994
2017-12-03 05:50:00,21384.2460806844,22274.1819696272,22601.1138418083
2017-12-03 06:00:00,21227.8381503914,22211.8817410988,22492.1082006226
2017-12-03 06:10:00,21094.1021021976,22149.5815125704,22383.1025594369
2017-12-03 06:20:00,20964.6514813264,22087.281284042,22274.0969182512
2017-12-03 06:30:00,20831.1570128734,22024.9810555136,22165.0912770655
2017-12-03 06:40:00,20671.1573999861,21947.1497338925,21882.7996426613
2017-12-03 06:50:00,20507.3184496165,21869.3184122714,21600.5080082572
2017-12-03 07:00:00,20397.5366308014,21791.4870906503,21318.216373853
2017-12-03 07:10:00,20294.0796950233,21713.6557690292,21035.9247394489
2017-12-03 07:20:00,20198.0021598303,21635.8244474081,20753.6331050447
2017-12-03 07:30:00,20105.3281443097,21557.993125787,20471.3414706406
2017-12-03 07:40:00,20423.6670286188,21943.8670758514,20900.8508039448
2017-12-03 07:50:00,20751.4159774951,22329.7410259157,21330.3601372491
2017-12-03 08:00:00,21097.9124461849,22715.6149759801,21759.8694705534
2017-12-03 08:10:00,21454.0139388066,23101.4889260444,22189.3788038576
2017-12-03 08:20:00,21800.810707765,23487.3628761088,22618.8881371619
2017-12-03 08:30:00,22155.3298636626,23873.2368261731,23048.3974704662
2017-12-03 08:40:00,22659.2323882876,24332.2043159011,23536.7147235962
2017-12-03 08:50:00,23165.1847461763,24791.171805629,24025.0319767262
2017-12-03 09:00:00,23679.1077742195,25250.139295357,24513.3492298562
2017-12-03 09:10:00,24180.0286013551,25709.1067850849,25001.6664829862
2017-12-03 09:20:00,24694.8081033333,26168.0742748129,25489.9837361162
2017-12-03 09:30:00,25204.729515455,26627.0417645408,25978.3009892462
2017-12-03 09:40:00,25616.2504860993,26991.3060378849,26382.1217137853
2017-12-03 09:50:00,26021.6892436145,27355.5703112289,26785.9424383243
2017-12-03 10:00:00,26426.0835937268,27719.834584573,27189.7631628634
2017-12-03 10:10:00,26838.1665939529,28084.0988579171,27593.5838874025
2017-12-03 10:20:00,27233.2189037036,28448.3631312611,27997.4046119415
2017-12-03 10:30:00,27611.8722178724,28812.6274046052,28401.2253364806
2017-12-03 10:40:00,27897.4665388708,29080.2789256575,28733.6493346314
2017-12-03 10:50:00,28187.2877982058,29347.9304467098,29066.0733327822
2017-12-03 11:00:00,28469.5999589988,29615.5819677621,29398.4973309331
2017-12-03 11:10:00,28746.2531631099,29883.2334888144,29730.9213290839
2017-12-03 11:20:00,29004.908964923,30150.8850098666,30063.3453272347
2017-12-03 11:30:00,29257.2847175884,30418.5365309189,30395.7693253856
2017-12-03 11:40:00,29433.9563563304,30591.9734310056,30528.2934543978
2017-12-03 11:50:00,29597.3330792518,30765.4103310923,30660.8175834101
2017-12-03 12:00:00,29770.8854578095,30938.847231179,30793.3417124224
2017-12-03 12:10:00,29943.0710258257,31112.2841312656,30925.8658414347
2017-12-03 12:20:00,30111.3976194385,31285.7210313523,31058.389970447
2017-12-03 12:30:00,30258.8356211408,31459.157931439,31190.9140994593
2017-12-03 12:40:00,30334.8748569344,31441.4960123006,31334.6717749011
2017-12-03 12:50:00,30417.3829776117,31423.8340931622,31478.4294503429
2017-12-03 13:00:00,30484.0051097824,31406.1721740238,31622.1871257846
2017-12-03 13:10:00,30549.7411556244,31388.5102548854,31765.9448012264
2017-12-03 13:20:00,30606.7246897325,31370.8483357469,31909.7024766682
2017-12-03 13:30:00,30664.668832216,31353.1864166085,32053.4601521099
2017-12-03 13:40:00,30474.6224801249,31160.5733030683,31982.8380614357
2017-12-03 13:50:00,30290.3625950726,30967.960189528,31912.2159707616
2017-12-03 14:00:00,30100.6245256185,30775.3470759877,31841.5938800874
2017-12-03 14:10:00,29923.0999449431,30582.7339624474,31770.9717894132
2017-12-03 14:20:00,29742.9396009683,30390.1208489071,31700.349698739
2017-12-03 14:30:00,29557.3810266847,30197.5077353669,31629.7276080648
2017-12-03 14:40:00,29474.0462622513,30161.3398417338,31471.0166508163
2017-12-03 14:50:00,29384.5820988167,30125.1719481008,31312.3056935678
2017-12-03 15:00:00,29292.3773189324,30089.0040544678,31153.5947363193
2017-12-03 15:10:00,29203.4660876686,30052.8361608347,30994.8837790708
2017-12-03 15:20:00,29102.294011478,30016.6682672017,30836.1728218223
